city,state_id,state_name,county_name,lat,lng,population,density,timezone,ranking,zip_count,zip_population,zips
Bluefield,VA,Virginia,Tazewell,37.2351,-81.2751,4837,196,America/New_York,3,1,4837,24605
Childersburg,AL,Alabama,Talladega,33.2961,-86.3457,4837,151,America/Chicago,3,2,2419,35044 35014
Layhill,MD,Maryland,Montgomery,39.087,-77.0401,4836,1181,America/New_York,3,1,4836,20906
Porter,IN,Indiana,Porter,41.6257,-87.0801,4834,302,America/Chicago,3,1,4834,46304
Green Tree,PA,Pennsylvania,Allegheny,40.417,-80.0544,4832,898,America/New_York,3,5,966,15205 15220 15242 15244 15283
Arnold,PA,Pennsylvania,Westmoreland,40.5789,-79.7653,4831,2548,America/New_York,2,1,4831,15068
Rockford,MN,Minnesota,Wright,45.092,-93.7453,4831,687,America/Chicago,3,2,2416,55313 55373
West Milton,OH,Ohio,Miami,39.9585,-84.3262,4828,574,America/New_York,3,2,2414,45339 45383
Medical Lake,WA,Washington,Spokane,47.5712,-117.6893,4827,568,America/Los_Angeles,3,1,4827,99022
West Elmira,NY,New York,Chemung,42.0879,-76.8473,4827,613,America/New_York,3,1,4827,14905
Stone Park,IL,Illinois,Cook,41.9033,-87.8806,4826,5423,America/Chicago,2,1,4826,60165
Fairfield,IL,Illinois,Wayne,38.3799,-88.3724,4826,472,America/Chicago,3,1,4826,62837
Pascoag,RI,Rhode Island,Providence,41.9518,-71.7041,4824,371,America/New_York,3,2,2412,02859 02824
Chattahoochee,FL,Florida,Gadsden,30.6977,-84.8341,4823,220,America/New_York,3,1,4823,32324
Hummelstown,PA,Pennsylvania,Dauphin,40.2657,-76.7126,4823,1499,America/New_York,3,1,4823,17036
Hartsdale,NY,New York,Westchester,41.0153,-73.8036,4822,2080,America/New_York,2,2,2411,10583 10530
Hugo,OK,Oklahoma,Choctaw,34.0121,-95.5115,4822,303,America/Chicago,3,1,4822,74743
Caro,MI,Michigan,Tuscola,43.489,-83.4025,4821,525,America/Detroit,3,1,4821,48723
Hendron,KY,Kentucky,McCracken,37.0346,-88.6437,4821,360,America/Chicago,3,1,4821,42003
Forest Hills,TN,Tennessee,Davidson,36.0651,-86.8403,4820,201,America/Chicago,3,1,4820,37215
New Burlington,OH,Ohio,Hamilton,39.2624,-84.552,4819,601,America/New_York,3,2,2410,45240 45231
Whitfield,PA,Pennsylvania,Berks,40.3358,-76.0048,4813,1773,America/New_York,3,3,1604,19609 19608 19610
Windsor Heights,IA,Iowa,Polk,41.6043,-93.7128,4809,1298,America/Chicago,3,1,4809,50324
Guerneville,CA,California,Sonoma,38.5137,-122.9894,4808,191,America/Los_Angeles,3,2,2404,95446 95471
DeWitt,MI,Michigan,Clinton,42.8364,-84.575,4808,654,America/Detroit,3,1,4808,48820
West Sayville,NY,New York,Suffolk,40.7294,-73.105,4806,966,America/New_York,3,2,2403,11769 11796
North Scituate,MA,Massachusetts,Plymouth,42.2121,-70.7652,4804,494,America/New_York,3,1,4804,2066
Bethel,AK,Alaska,Bethel,60.7928,-161.7917,4803,57,America/Anchorage,3,1,4803,99559
Magnolia,TX,Texas,Montgomery,30.2117,-95.7419,4799,285,America/Chicago,3,3,1600,77354 77355 77353
Dallas,NC,North Carolina,Gaston,35.3167,-81.1827,4797,640,America/New_York,3,1,4797,28034
East Quogue,NY,New York,Suffolk,40.8489,-72.5783,4797,210,America/New_York,3,1,4797,11942
West Jefferson,OH,Ohio,Madison,39.9481,-83.2983,4797,210,America/New_York,3,2,2399,43119 43162
Hyde Park,UT,Utah,Cache,41.8008,-111.8119,4797,425,America/Denver,3,2,2399,84318 84335
Goddard,KS,Kansas,Sedgwick,37.6658,-97.5621,4796,377,America/Chicago,3,1,4796,67052
Richland Center,WI,Wisconsin,Richland,43.3403,-90.384,4795,410,America/Chicago,3,1,4795,53581
Hickory Creek,TX,Texas,Denton,33.1114,-97.0313,4795,377,America/Chicago,3,1,4795,75065
Temple,GA,Georgia,Carroll,33.7342,-85.0289,4795,271,America/New_York,3,1,4795,30179
Dillon,MT,Montana,Beaverhead,45.2177,-112.6348,4794,936,America/Denver,3,1,4794,59725
Tucumcari,NM,New Mexico,Quay,35.17,-103.7046,4793,197,America/Denver,3,1,4793,88401
Middletown,MD,Maryland,Frederick,39.4415,-77.5348,4792,873,America/New_York,3,1,4792,21769
Santa Venetia,CA,California,Marin,38.0055,-122.5032,4790,507,America/Los_Angeles,3,2,2395,94901 94903
Olympia Fields,IL,Illinois,Cook,41.517,-87.6924,4790,629,America/Chicago,3,1,4790,60461
Laureles,TX,Texas,Cameron,26.1168,-97.4875,4788,385,America/Chicago,3,2,2394,78586 78568
Hoopeston,IL,Illinois,Vermilion,40.4608,-87.6635,4788,524,America/Chicago,3,1,4788,60942
Cape May Court House,NJ,New Jersey,Cape May,39.079,-74.8207,4787,211,America/New_York,3,1,4787,8210
Flanders,NY,New York,Suffolk,40.8925,-72.6049,4787,160,America/New_York,3,1,4787,11901
Manchester,KY,Kentucky,Clay,37.1464,-83.7635,4787,177,America/New_York,3,1,4787,40962
Sheldon,IA,Iowa,O'Brien,43.1796,-95.8441,4786,421,America/Chicago,3,1,4786,51201
DeQuincy,LA,Louisiana,Calcasieu,30.449,-93.4456,4785,372,America/Chicago,3,1,4785,70633
Wolverine Lake,MI,Michigan,Oakland,42.555,-83.4883,4783,1468,America/Detroit,3,1,4783,48390
Wamego,KS,Kansas,Pottawatomie,39.2054,-96.31,4782,773,America/Chicago,3,1,4782,66547
Black Diamond,WA,Washington,King,47.313,-122.0181,4781,281,America/Los_Angeles,3,1,4781,98010
Vandercook Lake,MI,Michigan,Jackson,42.1916,-84.3854,4781,402,America/Detroit,3,2,2391,49201 49203
Clifton Forge,VA,Virginia,Alleghany,37.8232,-79.825,4778,446,America/New_York,3,2,2389,24422 24474
Landrum,SC,South Carolina,Spartanburg,35.1747,-82.1849,4776,382,America/New_York,3,1,4776,29356
Post,TX,Texas,Garza,33.1911,-101.3814,4774,527,America/Chicago,3,1,4774,79356
Sheridan,AR,Arkansas,Grant,34.2995,-92.4226,4773,160,America/Chicago,3,1,4773,72150
Wilmer,TX,Texas,Dallas,32.5982,-96.6816,4772,289,America/Chicago,3,1,4772,75172
Bells,TN,Tennessee,Crockett,35.7203,-89.0859,4772,397,America/Chicago,3,1,4772,38006
Nassau Village-Ratliff,FL,Florida,Nassau,30.5109,-81.8088,4769,125,America/New_York,3,1,4769,32011
Berlin,WI,Wisconsin,Green Lake,43.9704,-88.9505,4768,359,America/Chicago,3,1,4768,54923
New Boston,TX,Texas,Bowie,33.4612,-94.4182,4768,444,America/Chicago,3,1,4768,75570
Lincoln Village,CA,California,San Joaquin,38.0054,-121.3339,4768,2501,America/Los_Angeles,2,1,4768,95207
Perry,OK,Oklahoma,Noble,36.2844,-97.3088,4767,275,America/Chicago,3,1,4767,73077
Broad Brook,CT,Connecticut,Hartford,41.9097,-72.5426,4766,310,America/New_York,3,1,4766,6016
Whiting,IN,Indiana,Lake,41.6731,-87.4843,4765,1022,America/Chicago,3,1,4765,46394
Crooksville,OH,Ohio,Perry,39.769,-82.0956,4765,590,America/New_York,3,1,4765,43731
Potosi,MO,Missouri,Washington,37.9337,-90.775,4765,427,America/Chicago,3,2,2383,63664 63660
Weston,WV,West Virginia,Lewis,39.0392,-80.4618,4764,766,America/New_York,3,1,4764,26452
Dansville,NY,New York,Livingston,42.5625,-77.6968,4764,647,America/New_York,3,1,4764,14437
Benton City,WA,Washington,Benton,46.2623,-119.4812,4763,546,America/Los_Angeles,3,1,4763,99320
Falfurrias,TX,Texas,Brooks,27.2243,-98.1451,4761,649,America/Chicago,3,1,4761,78355
West Pittston,PA,Pennsylvania,Luzerne,41.3295,-75.7998,4761,2241,America/New_York,2,1,4761,18643
Shelley,ID,Idaho,Bingham,43.3795,-112.1261,4761,961,America/Boise,3,1,4761,83274
Ligonier,IN,Indiana,Noble,41.4625,-85.5948,4760,603,America/Indiana/Indianapolis,3,1,4760,46767
Forest,MS,Mississippi,Scott,32.3595,-89.4761,4760,163,America/Chicago,3,1,4760,39074
Dodgeville,WI,Wisconsin,Iowa,42.966,-90.1297,4757,446,America/Chicago,3,2,2379,53533 53595
Penns Grove,NJ,New Jersey,Salem,39.7275,-75.4691,4757,2057,America/New_York,2,1,4757,8069
Shelbyville,IL,Illinois,Shelby,39.4096,-88.8005,4757,425,America/Chicago,3,1,4757,62565
Royersford,PA,Pennsylvania,Montgomery,40.1862,-75.5382,4755,2333,America/New_York,2,1,4755,19468
East Freehold,NJ,New Jersey,Monmouth,40.2718,-74.2425,4749,615,America/New_York,3,1,4749,7728
Bloomfield,WI,Wisconsin,Walworth,42.5488,-88.352,4746,146,America/Chicago,3,3,1582,53147 53128 53157
Madisonville,TX,Texas,Madison,30.9538,-95.9091,4746,432,America/Chicago,3,1,4746,77864
Lincoln,ND,North Dakota,Burleigh,46.7691,-100.6987,4745,1012,America/Chicago,3,1,4745,58504
Spry,PA,Pennsylvania,York,39.9125,-76.6863,4745,709,America/New_York,3,3,1582,17403 17402 17313
Port Allen,LA,Louisiana,West Baton Rouge,30.4456,-91.2098,4743,645,America/Chicago,3,1,4743,70767
Evansdale,IA,Iowa,Black Hawk,42.4635,-92.2764,4743,452,America/Chicago,3,1,4743,50707
McLoud,OK,Oklahoma,Pottawatomie,35.407,-97.1013,4743,96,America/Chicago,3,1,4743,74851
Nowthen,MN,Minnesota,Anoka,45.3421,-93.4495,4741,54,America/Chicago,3,2,2371,55303 55330
Michigan Center,MI,Michigan,Jackson,42.2267,-84.323,4741,363,America/Detroit,3,3,1580,49254 49201 49203
Baxter Springs,KS,Kansas,Cherokee,37.0196,-94.7351,4741,484,America/Chicago,3,1,4741,66713
Seat Pleasant,MD,Maryland,Prince George's,38.8952,-76.9016,4738,2464,America/New_York,2,1,4738,20743
Hawaiian Beaches,HI,Hawaii,Hawaii,19.5423,-154.9223,4736,74,Pacific/Honolulu,3,2,2368,96778 96721
Palos Park,IL,Illinois,Cook,41.6682,-87.8885,4736,288,America/Chicago,3,2,2368,60464 60439
Battlement Mesa,CO,Colorado,Garfield,39.4505,-108.0066,4735,158,America/Denver,3,2,2368,81635 81636
Manning,SC,South Carolina,Clarendon,33.6933,-80.2167,4735,511,America/New_York,3,1,4735,29102
El Cerro Mission,NM,New Mexico,Valencia,34.7687,-106.6447,4734,310,America/Denver,3,1,4734,87031
Columbia,KY,Kentucky,Adair,37.1036,-85.3074,4734,367,America/Chicago,3,1,4734,42728
Rusk,TX,Texas,Cherokee,31.7978,-95.1491,4733,299,America/Chicago,3,1,4733,75785
Winnfield,LA,Louisiana,Winn,31.924,-92.6425,4732,451,America/Chicago,3,1,4732,71483
Mead,CO,Colorado,Weld,40.2321,-104.9928,4731,149,America/Denver,3,3,1577,80542 80504 80513
Harrington Park,NJ,New Jersey,Bergen,40.9899,-73.9803,4730,989,America/New_York,3,1,4730,7640
Archbold,OH,Ohio,Fulton,41.5165,-84.3036,4729,346,America/New_York,3,1,4729,43502
Town and Country,WA,Washington,Spokane,47.7259,-117.422,4728,1520,America/Los_Angeles,3,1,4728,99208
Silverton,OH,Ohio,Hamilton,39.1884,-84.401,4727,1627,America/New_York,3,3,1576,45213 45236 45227
Hampton,MD,Maryland,Baltimore,39.4222,-76.5696,4725,318,America/New_York,3,1,4725,21286
Madill,OK,Oklahoma,Marshall,34.0867,-96.7741,4725,341,America/Chicago,3,1,4725,73446
Edwardsville,PA,Pennsylvania,Luzerne,41.2614,-75.9071,4723,1574,America/New_York,3,1,4723,18704
Luray,VA,Virginia,Page,38.665,-78.4546,4723,387,America/New_York,3,1,4723,22835
Weston Lakes,TX,Texas,Fort Bend,29.6627,-95.9353,4721,582,America/Chicago,3,1,4721,77441
Oak View,CA,California,Ventura,34.399,-119.2976,4720,928,America/Los_Angeles,3,1,4720,93022
Smith Mills,MA,Massachusetts,Bristol,41.6432,-70.992,4717,390,America/New_York,3,1,4717,2747
Penitas,TX,Texas,Hidalgo,26.2508,-98.4426,4716,460,America/Chicago,3,2,2358,78576 78572
Dexter,MI,Michigan,Washtenaw,42.3319,-83.8803,4715,955,America/Detroit,3,1,4715,48130
Highlands,NJ,New Jersey,Monmouth,40.4036,-73.9899,4714,2458,America/New_York,2,1,4714,7732
Chesterbrook,PA,Pennsylvania,Chester,40.0736,-75.4582,4714,1168,America/New_York,3,1,4714,19087
Boulder Creek,CA,California,Santa Cruz,37.1341,-122.1271,4712,242,America/Los_Angeles,3,1,4712,95006
Headland,AL,Alabama,Henry,31.3501,-85.3523,4712,59,America/Chicago,3,1,4712,36345
Oak Grove,TN,Tennessee,Washington,36.4223,-82.4293,4709,405,America/New_York,3,1,4709,37615
Winchester,IN,Indiana,Randolph,40.172,-84.9766,4705,522,America/Indiana/Indianapolis,3,1,4705,47394
Mattituck,NY,New York,Suffolk,41.0012,-72.5419,4704,201,America/New_York,3,1,4704,11952
Blackwood,NJ,New Jersey,Camden,39.7982,-75.0629,4702,1488,America/New_York,3,1,4702,8012
Forked River,NJ,New Jersey,Ocean,39.8255,-74.1822,4701,682,America/New_York,3,1,4701,8731
Castroville,TX,Texas,Medina,29.3513,-98.8711,4701,420,America/Chicago,3,1,4701,78009
Castle Pines Village,CO,Colorado,Douglas,39.4418,-104.897,4701,407,America/Denver,3,1,4701,80108
Crystal City,MO,Missouri,Jefferson,38.2226,-90.3813,4700,401,America/Chicago,3,2,2350,63028 63019
Fountain Hill,PA,Pennsylvania,Lehigh,40.6029,-75.3961,4699,2467,America/New_York,2,1,4699,18015
Gladstone,MI,Michigan,Delta,45.8522,-87.0356,4698,358,America/Detroit,3,1,4698,49837
Fetters Hot Springs-Agua Caliente,CA,California,Sonoma,38.3274,-122.4871,4697,1241,America/Los_Angeles,3,1,4697,95476
Bayshore,NC,North Carolina,New Hanover,34.2893,-77.8025,4696,769,America/New_York,3,1,4696,28411
Adel,IA,Iowa,Dallas,41.6121,-94.0129,4696,434,America/Chicago,3,1,4696,50003
Eldon,MO,Missouri,Miller,38.3512,-92.5766,4693,511,America/Chicago,3,1,4693,65026
Summerside,OH,Ohio,Clermont,39.1187,-84.2862,4692,877,America/New_York,3,1,4692,45244
West Pleasant View,CO,Colorado,Jefferson,39.732,-105.1785,4691,1174,America/Denver,3,1,4691,80401
Heber,CA,California,Imperial,32.7318,-115.5204,4686,1219,America/Los_Angeles,3,1,4686,92249
Bishopville,SC,South Carolina,Lee,34.2202,-80.2483,4686,498,America/New_York,3,1,4686,29010
Morgan's Point Resort,TX,Texas,Bell,31.1518,-97.4581,4685,645,America/Chicago,3,2,2343,76513 76503
Briar,TX,Texas,Parker,32.9884,-97.5528,4685,88,America/Chicago,3,2,2343,76023 76020
Westmont,PA,Pennsylvania,Cambria,40.3194,-78.9524,4685,770,America/New_York,3,1,4685,15905
Lexington,OH,Ohio,Richland,40.68,-82.5793,4682,470,America/New_York,3,1,4682,44904
Redwood Falls,MN,Minnesota,Redwood,44.5471,-95.1031,4682,363,America/Chicago,3,1,4682,56283
Ahoskie,NC,North Carolina,Hertford,36.2843,-76.9898,4680,422,America/New_York,3,1,4680,27910
Spotsylvania Courthouse,VA,Virginia,Spotsylvania,38.1982,-77.5885,4679,172,America/New_York,3,2,2340,22553 22551
Lake View,AL,Alabama,Tuscaloosa,33.2802,-87.1258,4679,490,America/Chicago,3,1,4679,35111
Sherman,IL,Illinois,Sangamon,39.8876,-89.6066,4679,576,America/Chicago,3,2,2340,62684 62707
Wayland,MI,Michigan,Allegan,42.6725,-85.6408,4679,550,America/Detroit,3,1,4679,49348
Mountain Lake Park,MD,Maryland,Garrett,39.4004,-79.3812,4678,418,America/New_York,3,1,4678,21550
Brisbane,CA,California,San Mateo,37.6898,-122.402,4671,582,America/Los_Angeles,3,1,4671,94005
Heeia,HI,Hawaii,Honolulu,21.4211,-157.8203,4669,583,Pacific/Honolulu,3,1,4669,96744
North Braddock,PA,Pennsylvania,Allegheny,40.4023,-79.8533,4669,1208,America/New_York,3,1,4669,15104
South Lebanon,OH,Ohio,Warren,39.3672,-84.2204,4668,547,America/New_York,3,4,1167,45065 45036 45034 45039
Brielle,NJ,New Jersey,Monmouth,40.1048,-74.0636,4666,1026,America/New_York,3,1,4666,8730
Boalsburg,PA,Pennsylvania,Centre,40.7783,-77.7734,4666,311,America/New_York,3,1,4666,16827
Tuscola,IL,Illinois,Douglas,39.7967,-88.2749,4665,585,America/Chicago,3,1,4665,61953
Childress,TX,Texas,Childress,34.4293,-100.2516,4662,282,America/Chicago,3,1,4662,79201
Hebbronville,TX,Texas,Jim Hogg,27.3239,-98.686,4662,287,America/Chicago,3,1,4662,78361
Flora,IL,Illinois,Clay,38.6689,-88.4759,4662,399,America/Chicago,3,1,4662,62839
Swartz,LA,Louisiana,Ouachita,32.5809,-91.9869,4661,221,America/Chicago,3,1,4661,71203
Sandy Oaks,TX,Texas,Bexar,29.1821,-98.4081,4660,754,America/Chicago,3,1,4660,78112
Granite Falls,NC,North Carolina,Caldwell,35.7966,-81.4233,4659,343,America/New_York,3,1,4659,28630
Carolina Shores,NC,North Carolina,Brunswick,33.9076,-78.5738,4659,672,America/New_York,3,1,4659,28467
Tama,IA,Iowa,Tama,41.9648,-92.5746,4657,358,America/Chicago,3,1,4657,52339
Wayzata,MN,Minnesota,Hennepin,44.9671,-93.5161,4657,580,America/Chicago,3,1,4657,55391
Madison,GA,Georgia,Morgan,33.579,-83.4758,4656,186,America/New_York,3,1,4656,30650
Pleasant Run Farm,OH,Ohio,Hamilton,39.3017,-84.5493,4653,1700,America/New_York,3,1,4653,45240
Phoenix,OR,Oregon,Jackson,42.2748,-122.8151,4653,1252,America/Los_Angeles,3,1,4653,97535
Danville,PA,Pennsylvania,Montour,40.9615,-76.6121,4648,1153,America/New_York,3,1,4648,17821
Bealeton,VA,Virginia,Fauquier,38.5822,-77.7781,4646,327,America/New_York,3,1,4646,22712
Little Falls,NY,New York,Herkimer,43.0452,-74.8566,4645,466,America/New_York,3,1,4645,13365
Woodruff,SC,South Carolina,Spartanburg,34.7397,-82.0323,4642,436,America/New_York,3,1,4642,29388
Lake Sarasota,FL,Florida,Sarasota,27.2916,-82.437,4641,1317,America/New_York,3,1,4641,34241
Kaplan,LA,Louisiana,Vermilion,30.006,-92.284,4639,733,America/Chicago,3,1,4639,70548
Lemoyne,PA,Pennsylvania,Cumberland,40.2442,-76.8991,4634,1109,America/New_York,3,1,4634,17043
East Palestine,OH,Ohio,Columbiana,40.8392,-80.5467,4633,541,America/New_York,3,1,4633,44413
Durand,MI,Michigan,Shiawassee,42.9127,-83.989,4633,653,America/Detroit,3,1,4633,48429
Spruce Pine,NC,North Carolina,Mitchell,35.9104,-82.0731,4630,176,America/New_York,3,1,4630,28777
Wanamassa,NJ,New Jersey,Monmouth,40.2365,-74.0294,4628,1604,America/New_York,3,1,4628,7712
Marseilles,IL,Illinois,LaSalle,41.3099,-88.685,4628,205,America/Chicago,3,1,4628,61341
Peppermill Village,MD,Maryland,Prince George's,38.894,-76.8878,4628,2384,America/New_York,2,1,4628,20743
Bigfork,MT,Montana,Flathead,48.0852,-114.0551,4626,57,America/Denver,3,1,4626,59911
Daingerfield,TX,Texas,Morris,33.0306,-94.725,4625,374,America/Chicago,3,1,4625,75638
Vilonia,AR,Arkansas,Faulkner,35.0807,-92.2088,4623,223,America/Chicago,3,1,4623,72173
Rock Hill,MO,Missouri,St. Louis,38.6091,-90.3673,4620,1627,America/Chicago,3,2,2310,63119 63144
Edgefield,SC,South Carolina,Edgefield,33.7871,-81.9292,4619,442,America/New_York,3,1,4619,29824
Blountstown,FL,Florida,Calhoun,30.443,-85.0455,4617,295,America/Chicago,3,1,4617,32424
Franklin Center,NJ,New Jersey,Somerset,40.5321,-74.5415,4615,270,America/New_York,3,2,2308,08873 08890
Preston,ID,Idaho,Franklin,42.0989,-111.8799,4615,315,America/Boise,3,1,4615,83263
Daytona Beach Shores,FL,Florida,Volusia,29.1723,-80.9808,4614,1960,America/New_York,3,1,4614,32118
Old Westbury,NY,New York,Nassau,40.7866,-73.5975,4614,207,America/New_York,3,2,2307,11548 11568
Pupukea,HI,Hawaii,Honolulu,21.6511,-158.0436,4613,518,Pacific/Honolulu,3,1,4613,96712
Perezville,TX,Texas,Hidalgo,26.2396,-98.4023,4612,1077,America/Chicago,3,2,2306,78574 78572
Creedmoor,NC,North Carolina,Granville,36.1223,-78.6758,4612,333,America/New_York,3,1,4612,27522
Opp,AL,Alabama,Covington,31.2848,-86.257,4612,104,America/Chicago,3,1,4612,36467
Wickenburg,AZ,Arizona,Maricopa,33.9837,-112.7668,4609,120,America/Phoenix,3,2,2305,85390 85358
Coldwater,OH,Ohio,Mercer,40.4833,-84.6317,4609,907,America/New_York,3,1,4609,45828
Baldwin City,KS,Kansas,Douglas,38.7782,-95.1879,4609,679,America/Chicago,3,1,4609,66006
Bushnell,FL,Florida,Sumter,28.6856,-82.116,4607,105,America/New_York,3,3,1536,33513 33538 33585
Rockwell,AR,Arkansas,Garland,34.4641,-93.1341,4607,566,America/Chicago,3,1,4607,71913
Winnsboro,SC,South Carolina,Fairfield,34.3718,-81.0907,4607,380,America/New_York,3,1,4607,29180
Ridge Manor,FL,Florida,Hernando,28.4988,-82.1832,4606,206,America/New_York,3,1,4606,33523
Haskell,AR,Arkansas,Saline,34.5095,-92.6406,4605,361,America/Chicago,3,1,4605,72015
Harlan,IA,Iowa,Shelby,41.6496,-95.3268,4605,418,America/Chicago,3,2,2303,51537 51593
Village of Four Seasons,MO,Missouri,Camden,38.1974,-92.7179,4605,190,America/Chicago,3,1,4605,65049
Altavista,VA,Virginia,Campbell,37.1232,-79.2858,4603,260,America/New_York,3,1,4603,24517
Golden Triangle,NJ,New Jersey,Camden,39.9288,-75.0398,4602,628,America/New_York,3,1,4602,8002
Loch Lomond,VA,Virginia,Prince William,38.7812,-77.4817,4601,2472,America/New_York,2,2,2301,20110 20111
Cold Spring,MN,Minnesota,Stearns,45.4572,-94.4296,4601,622,America/Chicago,3,1,4601,56320
Roselawn,IN,Indiana,Newton,41.1535,-87.2881,4599,220,America/Chicago,3,2,2300,46310 46372
Neptune City,NJ,New Jersey,Monmouth,40.2005,-74.0333,4596,1980,America/New_York,3,2,2298,07753 07754
Tulia,TX,Texas,Swisher,34.5374,-101.7742,4595,505,America/Chicago,3,1,4595,79088
Wingate,NC,North Carolina,Union,34.9852,-80.4497,4594,938,America/New_York,3,1,4594,28174
Emerald Lake Hills,CA,California,San Mateo,37.4662,-122.2675,4594,1484,America/Los_Angeles,3,2,2297,94062 94064
Kensington Park,FL,Florida,Sarasota,27.3591,-82.4931,4593,1401,America/New_York,3,2,2297,34235 34230
Montebello,NY,New York,Rockland,41.1317,-74.1134,4593,410,America/New_York,3,1,4593,10901
Williamstown,PA,Pennsylvania,Dauphin,40.5809,-76.617,4593,2064,America/New_York,2,1,4593,17098
Hollister,MO,Missouri,Taney,36.6058,-93.2338,4592,278,America/Chicago,3,2,2296,65672 65673
Meadows Place,TX,Texas,Fort Bend,29.6513,-95.5873,4591,1891,America/Chicago,3,1,4591,77477
Newport,NC,North Carolina,Carteret,34.772,-76.8771,4591,232,America/New_York,3,1,4591,28570
Hawkinsville,GA,Georgia,Pulaski,32.2964,-83.4814,4591,378,America/New_York,3,1,4591,31036
Edinburgh,IN,Indiana,Johnson,39.3509,-85.9625,4590,570,America/Indiana/Indianapolis,3,1,4590,46124
Verdigris,OK,Oklahoma,Rogers,36.2533,-95.6602,4590,302,America/Chicago,3,1,4590,74019
Brookdale,SC,South Carolina,Orangeburg,33.5183,-80.8332,4588,486,America/New_York,3,1,4588,29115
Mount Ephraim,NJ,New Jersey,Camden,39.8806,-75.0917,4587,2003,America/New_York,2,1,4587,8059
Mount Hood Village,OR,Oregon,Clackamas,45.3433,-121.9832,4587,67,America/Los_Angeles,3,4,1147,97011 97067 97049 97055
Coopertown,TN,Tennessee,Robertson,36.4143,-86.9658,4586,56,America/Chicago,3,3,1529,37073 37172 37146
Watseka,IL,Illinois,Iroquois,40.7751,-87.7304,4586,625,America/Chicago,3,1,4586,60970
Zapata,TX,Texas,Zapata,26.9027,-99.2612,4585,231,America/Chicago,3,1,4585,78076
Plain City,OH,Ohio,Madison,40.1067,-83.2693,4584,732,America/New_York,3,1,4584,43064
Saltillo,MS,Mississippi,Lee,34.3789,-88.6939,4584,238,America/Chicago,3,1,4584,38866
Farrell,PA,Pennsylvania,Mercer,41.2112,-80.497,4580,781,America/New_York,3,1,4580,16121
Flemington,NJ,New Jersey,Hunterdon,40.5087,-74.8599,4577,1640,America/New_York,3,1,4577,8822
Lake Darby,OH,Ohio,Franklin,39.9604,-83.2243,4577,510,America/New_York,3,1,4577,43119
Reiffton,PA,Pennsylvania,Berks,40.3126,-75.8662,4576,932,America/New_York,3,1,4576,19606
Nikiski,AK,Alaska,Kenai Peninsula,60.7152,-151.2317,4575,25,America/Anchorage,3,2,2288,99611 99635
